Model,MAE,RMSE,R2,MAPE,Run_ID
XGBoost,277.4577567852227,658.7305804112107,0.9928167733555825,8.799869596106737,131b81623e2849c780696d07cc49ed45
Random_Forest,320.97679161527554,910.9297163879854,0.9862635769164009,6.096928302152508,341f90f9ebb64d4486fb42e55d6c069d
Linear_Regression,2977.626270375825,4123.802509012823,0.7184862344475695,194.60474024014468,7d86a6bac07a4022a51d2cd03c29d82c
